Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;Polio;Diphtheria;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt
Kyrgyz Republic;Asia;2002;No;38.8;45.2;5.84;99;65;99;98;24.9;0.04;742;4.99;3.5;3.5;10;68.2;alta;moderada;alta;alta
Zimbabwe;Africa;2000;No;51.9;95.5;1.89;79;64;78;78;23.3;12.86;1697;11.88;11;11.2;6.5;44.6;elevada;moderada;elevada;elevada
China;Asia;2003;No;23.4;28.8;2.89;75;89;87;86;22.6;0.1;2797;1288.4;5.3;4.7;6.7;72.4;elevada;elevada;elevada;elevada
Nepal;Asia;2015;No;29.2;35.5;0.24;91;65;90;91;22.4;0.17;902;27.02;15.7;16.1;4.7;69.5;alta;moderada;alta;alta
Chad;Africa;2004;No;93.9;170.4;0.42;27;64;31;21;21.2;1.04;598;9.73;1.7;1.6;1.4;48.3;baixa;moderada;baixa;baixa
Afghanistan;Asia;2014;No;55.2;73.6;0.01;62;44;62;62;23.2;0.03;565;33.37;17.5;17.5;3.5;63;moderada;baixa;moderada;moderada
Cuba;Central America and Caribbean;2001;No;6.8;8.5;4.05;98;77;99;98;24.6;0.12;4222;11.16;3.6;3.4;9.7;76.9;alta;elevada;alta;alta
Tanzania;Africa;2014;No;41.9;59.9;7.43;97;64;97;97;23.1;2.12;920;49.96;6.8;6.6;5.6;62.3;alta;moderada;alta;alta
Ecuador;South America;2013;No;14.3;16.6;3.78;87;70;87;87;26.9;0.16;6084;15.71;1.3;1.1;8.3;75.7;elevada;elevada;elevada;elevada
Djibouti;Africa;2011;No;60.9;74.4;0.39;87;82;87;87;23.9;0.39;1452;0.85;5.6;5.5;4;60.7;elevada;elevada;elevada;elevada
Slovenia;European Union;2003;Yes;3.9;4.7;11.55;88;98;95;95;25.6;0.03;17803;2;2;2.1;11.5;76.9;elevada;alta;alta;alta
Grenada;Central America and Caribbean;2004;No;12.5;14.7;8.68;83;61;84;83;25.8;0.4;7578;0.1;4;4;7.7;73.1;elevada;moderada;elevada;elevada
Congo Dem Rep;Africa;2015;No;73;95.9;4.47;81;64;78;81;21.9;0.35;497;76.24;9.5;9.3;6.4;59.3;elevada;moderada;elevada;elevada
Cuba;Central America and Caribbean;2002;No;6.5;8.2;4.1;98;71;98;99;24.7;0.13;4269;11.2;3.5;3.3;9.5;77.1;alta;elevada;alta;alta
Maldives;Asia;2013;No;9.7;11.3;1.16;99;99;99;99;25;0.17;8955;0.42;13.7;13.8;5.7;77;alta;alta;alta;alta
Cote d'Ivoire;Africa;2004;No;87.5;129.5;0.85;67;64;76;67;23;2.65;1583;17.97;7.3;7.3;3.6;49.8;moderada;moderada;elevada;moderada
Nigeria;Africa;2001;No;106.8;177.3;11.17;29;64;36;27;22.4;1.29;1499;125.39;14.1;14.1;5.2;46.5;baixa;moderada;baixa;baixa
Nicaragua;Central America and Caribbean;2008;No;22;26.1;3.59;97;83;97;97;26.5;0.12;1709;5.67;1.9;1.8;5.8;71.9;alta;elevada;alta;alta
Grenada;Central America and Caribbean;2006;No;12.5;14.6;9.26;91;87;91;91;26;0.4;8195;0.1;3.9;3.9;7.9;73.1;alta;elevada;alta;alta
Iraq;Middle East;2007;No;31.1;38.1;0.15;56;64;74;57;27.7;0.13;3627;27.91;5.4;5.1;6.1;68.1;moderada;moderada;elevada;moderada
Myanmar;Asia;2007;No;54.1;71.8;0.75;85;66;84;86;21.8;0.42;682;49.62;13.2;13.5;3.8;62.3;elevada;moderada;elevada;elevada
Panama;Central America and Caribbean;2007;No;18.5;21.7;5.46;85;83;84;85;26.2;0.4;9169;3.45;2.1;2;9.2;76.2;elevada;elevada;elevada;elevada
Bahrain;Middle East;2011;No;7;8.2;1.66;99;98;99;99;25;0.05;20774;1.28;6.1;6;8.6;76.2;alta;alta;alta;alta
Djibouti;Africa;2001;No;78.2;98.6;1.33;88;82;49;53;23.6;2.19;781;0.73;6.3;6.1;3.3;57.1;elevada;elevada;baixa;moderada
Japan;Asia;2004;Yes;2.8;3.9;7.69;83;87;97;99;22.6;0.17;32515;127.76;1.7;1.4;11.1;82;elevada;elevada;alta;alta
Namibia;Africa;2004;No;42.7;74.4;1.89;83;64;81;81;23.3;9.29;3647;1.91;13.7;13.7;5.9;50.6;elevada;moderada;elevada;elevada
Cabo Verde;Africa;2001;No;28.4;34.4;3.86;66;96;91;90;23.4;0.39;1983;0.44;9.4;9.3;3.7;69.1;moderada;alta;alta;alta
Uganda;Africa;2003;No;74.7;123.5;11.37;44;64;57;59;21.4;4.15;573;25.98;6.7;6.7;4.3;49.4;baixa;moderada;moderada;moderada
Kazakhstan;Asia;2007;No;23.8;26.8;3.99;94;99;94;93;25.9;0.09;8438;15.48;2.4;2.5;11.6;66.3;alta;alta;alta;alta
St, Lucia;Central America and Caribbean;2012;No;18.1;20.4;9.62;98;83;98;98;29.1;0.4;10531;0.18;4.3;4.3;8.4;75.1;alta;elevada;alta;alta
Cabo Verde;Africa;2000;No;31.1;38.1;3.49;66;96;90;90;23.3;0.39;1974;0.43;9.6;9.5;3.5;68.6;moderada;alta;alta;alta
Germany;European Union;2008;Yes;3.6;4.4;11.37;87;92;95;96;26.2;0.08;38278;82.11;1.1;1.1;13.7;79.7;elevada;alta;alta;alta
Belarus;Rest of Europe;2015;No;3.1;4.1;9.79;99;99;99;99;26.6;0.22;5967;9.46;1.9;2;12.2;73.6;alta;alta;alta;alta
Honduras;Central America and Caribbean;2010;No;19.8;23.3;2.69;97;83;97;97;26.1;0.08;2121;8.32;2.3;2.2;5.4;73.3;alta;elevada;alta;alta
Senegal;Africa;2005;No;53.2;91.8;0.34;84;33;84;84;22.5;0.49;1134;11.09;11.4;11.3;2.4;60.6;elevada;baixa;elevada;elevada
Cameroon;Africa;2007;No;74.6;121;5.22;82;64;81;82;23.8;2.43;1249;18.73;6.6;6.6;5.2;53.7;elevada;moderada;elevada;elevada
Philippines;Asia;2012;No;24.2;30.9;4.96;88;42;88;88;22.9;0.06;2611;97.21;1;9.7;9.1;70.1;elevada;baixa;elevada;elevada
Maldives;Asia;2009;No;12.8;14.9;1.41;98;96;98;98;24.4;0.17;8222;0.35;14.1;14.2;4.7;75.5;alta;alta;alta;alta
Nicaragua;Central America and Caribbean;2006;No;23.9;28.5;3.64;88;83;88;88;26.4;0.13;1616;5.51;2;1.9;5.6;71.4;elevada;elevada;elevada;elevada
Mongolia;Asia;2003;No;38.9;49.1;1.67;98;98;98;98;24.6;0.02;1784;2.47;2.4;2.5;8.4;64.2;alta;alta;alta;alta
Iraq;Middle East;2001;No;34.9;43.5;0.19;66;52;80;78;27.1;0.13;4284;24.21;5.6;5.3;5.2;69;moderada;moderada;elevada;elevada
Haiti;Central America and Caribbean;2011;No;57.6;77.4;2.36;60;83;67;68;24.7;0.83;1343;10.1;4;4;4.8;60.9;moderada;elevada;moderada;moderada
Uruguay;South America;2013;No;8.3;9.7;6.42;94;92;94;94;27;0.26;15168;3.39;1.5;1.4;8.5;77.1;alta;alta;alta;alta
Azerbaijan;Asia;2007;No;39.1;45.5;0.95;62;75;81;79;26.1;0.15;4327;8.58;2.8;2.9;10.2;69.8;moderada;elevada;elevada;elevada
Pakistan;Asia;2002;No;80.9;102.4;0.014;64;33;64;68;22.7;0.13;1040;149.55;21.8;22.2;3.8;63.3;moderada;baixa;moderada;moderada
Singapore;Asia;2000;No;3;3.9;2.02;97;98;98;98;23.4;0.14;34891;4.03;2.1;2;8.9;78;alta;alta;alta;alta
Angola;Africa;2015;No;57.7;88.1;6.53;64;64;62;64;23.2;0.89;3128;27.88;8.3;8.2;5;59.4;moderada;moderada;moderada;moderada
Azerbaijan;Asia;2004;No;47;55.6;0.63;50;67;78;77;25.9;0.2;2078;8.31;3;3;10.6;68.2;moderada;moderada;elevada;elevada
Solomon Islands;Oceania;2014;No;19.9;23.4;0.95;88;65;78;88;26.1;0.17;2195;0.59;1.1;1.2;5.3;71.9;elevada;moderada;elevada;elevada
Ukraine;Rest of Europe;2015;No;8.1;9.5;6.04;22;57;51;23;26.5;0.23;2125;45.15;2.3;2.4;11.3;71.2;baixa;moderada;moderada;baixa
Senegal;Africa;2006;No;50.6;85.2;0.37;89;33;89;89;22.5;0.42;1130;11.38;11.2;11.1;2.4;61.4;elevada;baixa;elevada;elevada
Bhutan;Asia;2012;No;31;38;0.32;97;90;97;97;23.5;0.14;2479;0.7;16.1;16.7;2.5;69.3;alta;alta;alta;alta
Azerbaijan;Asia;2012;No;28.5;32.5;0.52;88;95;92;89;26.6;0.07;5195;9.3;2.8;2.8;10.7;71.5;elevada;alta;alta;elevada
Serbia;Rest of Europe;2003;No;9.1;10.5;9.1;82;96;89;89;25.4;0.01;3808;7.48;2.7;2.7;9.9;72.4;elevada;alta;elevada;elevada
Niger;Africa;2009;No;64.8;130.3;0.1;71;64;71;71;21.5;0.12;424;15.84;11;1.8;1.4;56.6;elevada;moderada;elevada;elevada
Haiti;Central America and Caribbean;2010;No;102.6;203.6;2.28;60;83;66;66;24.6;0.9;1297;9.95;4;4;4.7;60.5;moderada;elevada;moderada;moderada
Slovak Republic;European Union;2006;Yes;6.6;7.9;10.89;99;97;99;99;25.8;0.01;12396;5.37;1.4;1.5;10.9;74.2;alta;alta;alta;alta
Bahamas;Central America and Caribbean;2007;No;14.1;16.5;9.92;93;83;95;95;27.3;0.57;35697;0.34;2.5;2.5;10.9;72;alta;elevada;alta;alta
Finland;European Union;2005;Yes;3.1;3.7;9.95;88;92;97;97;25.9;0.08;42531;5.25;0.9;0.8;12;78.8;elevada;alta;alta;alta
Denmark;European Union;2004;Yes;4.3;5.2;11.26;88;88;95;95;25.1;0.04;50792;5.4;1.2;1;12.8;77.5;elevada;elevada;alta;alta
Tunisia;Africa;2010;No;15.8;18.4;1.26;98;98;98;98;25.9;0.04;3955;10.64;6.3;6.3;6.7;75;alta;alta;alta;alta
Thailand;Asia;2007;No;13.4;15.6;6.12;96;94;98;98;23.5;0.3;4827;66.18;8.6;8.8;7.1;72.9;alta;alta;alta;alta
France;European Union;2009;Yes;3.1;4.3;12.66;51;67;98;98;25;0.1;35131;64.71;0.6;0.6;10.8;81.4;moderada;moderada;alta;alta
Samoa;Oceania;2013;No;16.2;18.9;1.84;60;74;81;67;31.8;0.17;3961;0.19;0.2;0.1;10.3;72.4;moderada;elevada;elevada;moderada
Nepal;Asia;2005;No;45.9;59.4;0.22;41;65;78;75;21.2;0.17;616;25.74;17.6;18.2;2.8;65.3;baixa;moderada;elevada;elevada
Panama;Central America and Caribbean;2013;No;15.5;18.1;6.21;80;68;81;80;26.7;0.4;12695;3.84;1.9;1.9;9.7;77.4;elevada;moderada;elevada;elevada
Ireland;European Union;2011;Yes;3.5;4.1;11.49;95;86;95;95;27.2;0.07;46221;4.58;0.3;0.2;10.9;80.7;alta;elevada;alta;alta
Yemen Rep;Middle East;2001;No;65.8;90.3;0.08;19;95;73;73;22.4;0.02;2404;17.92;14;14;1.3;61.2;baixa;alta;elevada;elevada
Germany;European Union;2007;Yes;3.7;4.5;11.51;86;92;95;96;26.2;0.08;37842;82.27;1.1;1.1;13.7;79.5;elevada;alta;alta;alta
Tajikistan;Asia;2010;No;36.9;42.7;0.68;93;95;95;93;25.2;0.23;783;7.53;3.7;3.8;10.9;68.7;alta;alta;alta;alta
Nicaragua;Central America and Caribbean;2005;No;24.9;29.9;3.65;86;83;87;86;26.3;0.13;1573;5.44;2;1.9;5.5;71.2;elevada;elevada;elevada;elevada
Costa Rica;Central America and Caribbean;2015;No;7.7;9.1;3.19;92;90;92;92;27.3;0.19;11643;4.85;1.7;1.7;8.8;79.6;alta;alta;alta;alta
Chad;Africa;2002;No;96.8;177.1;0.4;27;64;31;25;21.1;1.21;421;9.02;11.1;11;1.4;47.9;baixa;moderada;baixa;baixa
Libya;Africa;2011;No;14.9;19.4;0.01;98;97;98;98;27.7;0.09;6670;6.25;5.6;5.4;7.3;72;alta;alta;alta;alta
Norway;Rest of Europe;2004;Yes;3.4;4.2;6.22;88;90;92;92;26;0.02;71655;4.59;0.8;0.7;12.7;79.8;elevada;alta;alta;alta
France;European Union;2011;Yes;3.1;4.2;12.35;74;67;99;99;25.1;0.1;36246;65.34;0.6;0.6;10.9;82.1;elevada;moderada;alta;alta
Honduras;Central America and Caribbean;2007;No;22.4;26.7;2.94;93;83;94;94;25.7;0.11;2141;7.81;2.4;2.3;5;72.5;alta;elevada;alta;alta
Iraq;Middle East;2006;No;31.8;39.1;0.035;59;52;63;59;27.6;0.13;3620;27.45;5.4;5.1;5.9;68.2;moderada;moderada;moderada;moderada
St, Lucia;Central America and Caribbean;2008;No;16.6;19;12.05;96;83;96;96;28.4;0.4;10528;0.17;4.3;4.4;7.8;74.6;alta;elevada;alta;alta
Paraguay;South America;2009;No;22.6;26.9;6.06;85;77;82;85;25.9;0.15;4350;6.16;2.1;2;7;72.5;elevada;elevada;elevada;elevada
Sweden;European Union;2009;Yes;2.6;3.1;7.31;59;95;98;98;25.7;0.08;46043;9.3;1.3;1.3;12.2;81.4;moderada;alta;alta;alta
Bulgaria;European Union;2002;Yes;13.2;15.9;10.8;88;79;94;93;25.4;0.02;4260;7.84;2.4;2.4;10;71.9;elevada;elevada;alta;alta
Slovenia;European Union;2004;Yes;3.7;4.4;10.01;88;99;94;94;25.6;0.03;18568;2;2;2;12;77.2;elevada;alta;alta;alta
Montenegro;Rest of Europe;2011;No;5.1;6.1;9.02;91;97;95;95;26.1;0.03;6169;0.62;1.9;2;11.1;76;alta;alta;alta;alta
Madagascar;Africa;2006;No;53.9;81.3;0.59;82;64;83;85;20.9;0.08;482;18.88;8;7.9;5.7;61.7;elevada;moderada;elevada;elevada
Zimbabwe;Africa;2011;No;50.8;80.8;3.91;94;64;93;93;23.7;6.05;1249;12.89;6.8;6.7;7.3;52.9;alta;moderada;alta;alta
Romania;European Union;2011;Yes;10;11.8;9.58;96;91;89;89;26.2;0.04;7810;20.15;2.9;3.1;10.8;74.4;alta;alta;elevada;elevada
Senegal;Africa;2013;No;37.6;55.4;0.19;92;33;89;92;22.9;0.12;1141;13.78;9.9;9.7;2.8;65.9;alta;baixa;elevada;alta
Netherlands;European Union;2005;Yes;4.4;5.3;9.5;88;93;96;96;25.3;0.06;42202;16.32;1;1;11.6;79.3;elevada;alta;alta;alta
Romania;European Union;2002;Yes;17;20.1;13.15;99;97;98;98;25;0.05;5225;21.73;3.7;4.1;9.6;71;alta;alta;alta;alta
Estonia;European Union;2005;Yes;5.7;7.2;16.58;95;98;96;96;25.8;0.08;14631;1.35;2.1;2.2;12.1;72.6;alta;alta;alta;alta
Liberia;Africa;2000;No;127.9;189.7;4.47;58;64;56;46;23;3.5;776;2.85;9.2;9.2;3.5;51.7;moderada;moderada;moderada;baixa
Ethiopia;Africa;2012;No;49.5;73.5;0.54;69;64;70;69;20.4;0.28;518;92.73;1.7;1.5;2.4;63.3;moderada;moderada;elevada;moderada
Brunei Darussalam;Asia;2008;No;7.7;9.5;0.65;96;90;97;98;26.2;0.1;33981;0.38;6.1;5.6;8.7;74.5;alta;alta;alta;alta
Benin;Africa;2008;No;72.2;113.7;1.38;75;83;77;75;22.9;0.65;1001;8.7;8.1;8;2.8;58.7;elevada;elevada;elevada;elevada
Germany;European Union;2011;Yes;3.4;4.1;11.33;88;93;94;95;26.4;0.03;39977;80.27;1.1;1.1;13.9;80.4;elevada;alta;alta;alta
Latvia;European Union;2012;Yes;5.6;6.6;10.2;90;92;91;91;26.4;0.24;12410;2.03;2.2;2.2;12.6;73.8;alta;alta;alta;alta
Congo Dem Rep;Africa;2005;No;95.2;136.1;2.28;69;64;60;60;21.1;0.78;364;54.79;11.5;11.3;4.3;53.7;moderada;moderada;moderada;moderada
Israel;Middle East;2015;Yes;3.2;3.9;2.74;96;97;95;95;27.2;0.08;35808;8.38;1.2;1.1;13;82.1;alta;alta;alta;alta
Seychelles;Africa;2002;No;11.8;13.7;8.13;99;99;99;99;25.6;3.5;10714;0.08;6.1;6.6;7.6;71.1;alta;alta;alta;alta
Yemen Rep;Middle East;2005;No;54.8;73;0.038;80;95;80;79;22.8;0.02;2536;20.11;13.9;13.8;1.9;63.5;elevada;alta;elevada;elevada
New Zealand;Oceania;2015;Yes;4.6;5.5;8.68;92;87;92;92;28;0.03;38631;4.61;0.4;0.3;12.4;81.5;alta;elevada;alta;alta
Comoros;Africa;2003;No;71.7;99.6;0.26;71;64;80;80;23.1;0.02;1183;0.58;7.6;7.6;3;59.7;elevada;moderada;elevada;elevada
New Zealand;Oceania;2012;Yes;4.9;5.9;9.17;93;85;93;93;27.8;0.03;36521;4.41;0.3;0.3;12.1;81.2;alta;elevada;alta;alta
Croatia;European Union;2009;Yes;4.9;5.7;11.11;97;98;96;96;26.6;0.02;11871;4.31;1.7;1.6;10.6;76.2;alta;alta;alta;alta
Turkiye;Middle East;2004;No;23.6;28.2;1.48;77;65;85;85;27;0.08;7195;67.01;5.1;4.9;5.9;72;elevada;moderada;elevada;elevada
Nepal;Asia;2011;No;35;43.6;0.25;92;65;92;92;21.9;0.17;754;27.04;16.5;16.9;3.3;68;alta;moderada;alta;alta
Azerbaijan;Asia;2001;No;57.2;69.3;0.5;50;65;77;77;25.6;0.16;1615;8.11;3.1;3.1;10.6;67.1;moderada;moderada;elevada;elevada
France;European Union;2000;Yes;4.1;5.4;13.92;26;65;98;97;24.8;0.11;33597;60.91;0.7;0.6;9.8;79.1;baixa;moderada;alta;alta
Germany;European Union;2014;Yes;3.3;4;11.07;88;93;93;95;26.5;0.03;40851;80.98;1.1;1.1;14;81.1;elevada;alta;alta;alta
Croatia;European Union;2003;Yes;6.3;7.3;12.99;96;98;95;94;25.9;0.02;10510;4.3;1.9;1.9;9.8;74.6;alta;alta;alta;alta
Kyrgyz Republic;Asia;2006;No;32.7;37.5;6.78;90;65;93;92;25.4;0.13;837;5.22;3.3;3.4;10.2;67.7;alta;moderada;alta;alta
Vanuatu;Oceania;2006;No;23.8;28.4;1;59;65;67;68;25.8;0.17;2776;0.21;1.6;1.5;6.5;68.5;moderada;moderada;moderada;moderada
Tonga;Oceania;2014;No;10.8;12.5;0.28;98;92;98;80;32.1;0.17;4276;0.1;0.1;0.1;11.1;70.4;alta;alta;alta;elevada
Sweden;European Union;2013;Yes;2.4;2.9;7.32;67;95;98;98;25.9;0.08;49049;9.6;1.4;1.3;12.2;82;moderada;alta;alta;alta
Mauritania;Africa;2001;No;68.9;112.1;0.012;61;64;75;75;23.8;0.47;1252;2.7;1.7;1.5;3;60.8;moderada;moderada;elevada;elevada
Nicaragua;Central America and Caribbean;2010;No;20.3;23.9;3.33;98;83;99;98;26.7;0.12;1679;5.82;1.9;1.8;6;72.4;alta;elevada;alta;alta
Tanzania;Africa;2008;No;51;79.6;4.96;86;64;89;86;22.7;2.76;765;41.85;7.3;7.3;5;56.8;elevada;moderada;elevada;elevada
Latvia;European Union;2007;Yes;7.7;9.3;12.12;91;98;94;94;26.1;0.18;13186;2.2;2.4;2.4;12.3;71;alta;alta;alta;alta
Congo Rep;Africa;2004;No;60.7;93.3;0.9;71;64;67;67;22.4;2.14;2080;3.51;9;8.6;5.8;54.7;elevada;moderada;moderada;moderada
Seychelles;Africa;2006;No;11.9;13.8;6.43;99;99;99;99;25.9;3.5;11562;0.08;5.9;6.3;7.8;72.2;alta;alta;alta;alta
Rwanda;Africa;2007;No;54.4;84.4;7.84;97;87;98;97;21.5;1.44;512;9.27;6.8;6.7;3.1;58.9;alta;elevada;alta;alta
Bosnia and Herzegovina;Rest of Europe;2001;No;8.4;9.6;4.11;92;86;92;91;24.8;0.08;2913;3.76;3.2;3.2;7.1;74.6;alta;elevada;alta;alta
Italy;European Union;2009;Yes;3.4;4.1;7.25;96;83;96;96;25.7;0.08;31615;59.1;0.5;0.5;9.6;81.6;alta;elevada;alta;alta
Sao Tome and Principe;Central America and Caribbean;2013;No;22;27.7;5.4;97;71;97;97;24.6;0.16;1486;0.19;5.7;5.5;5.2;68.7;alta;elevada;alta;alta
India;Asia;2010;No;45.1;58.2;2.73;38;38;76;79;21.4;0.1;1244;1234.28;27;27.8;5.4;66.7;baixa;baixa;elevada;elevada
Guinea-Bissau;Africa;2003;No;95.9;156.8;3.07;83;64;65;60;22.4;3.09;550;1.28;9.6;9.5;2.3;51.5;elevada;moderada;moderada;moderada
Guatemala;Central America and Caribbean;2012;No;26.5;32;1.91;96;83;94;96;26.2;0.04;3732;14.78;1.2;1.2;4.6;72.2;alta;elevada;alta;alta
Cyprus;European Union;2006;Yes;3.6;4.2;11.48;93;90;97;97;26.6;0.04;26394;1.05;0.9;1;10.9;78.8;alta;alta;alta;alta
Germany;European Union;2009;Yes;3.5;4.3;11.23;88;93;95;96;26.3;0.08;36190;81.9;1.1;1.1;13.8;79.8;elevada;alta;alta;alta
Chad;Africa;2015;No;75.7;128.7;0.66;46;64;52;46;21.9;0.42;776;14.11;8.5;8.4;2.3;53.1;baixa;moderada;moderada;baixa
Venezuela;South America;2008;No;14.7;17.2;8.41;53;83;76;50;26.5;0.4;11433;27.64;1.6;1.5;8.2;73.1;moderada;elevada;elevada;moderada
Ireland;European Union;2013;Yes;3.3;3.9;10.51;95;86;96;96;27.3;0.07;46339;4.62;0.3;0.2;11.8;80.9;alta;elevada;alta;alta
Solomon Islands;Oceania;2015;No;19.3;22.7;1.01;98;65;85;98;26.2;0.17;2167;0.6;1.1;1.2;5.4;72.2;alta;moderada;elevada;alta
Argentina;South America;2002;No;16.4;18.3;7.81;66;83;94;93;26.3;0.15;8943;37.68;1.2;1;9.2;73.9;moderada;elevada;alta;alta
Spain;European Union;2006;Yes;3.7;4.5;11.86;97;94;98;98;26.2;0.09;26763;44.4;0.6;0.5;9;80.8;alta;alta;alta;alta
Gabon;Africa;2011;No;40.4;59.3;8.01;75;64;75;75;24.8;1.73;7086;1.68;6.4;6.3;7.7;62.2;elevada;moderada;elevada;elevada
Montenegro;Rest of Europe;2014;No;3.7;4.4;8.55;87;95;91;91;26.4;0.03;6307;0.62;1.8;1.9;11.3;76.4;elevada;alta;alta;alta
Serbia;Rest of Europe;2013;No;5.9;6.9;7.94;91;82;97;95;25.9;0.02;5525;7.16;2.1;2.1;10.4;75.2;alta;elevada;alta;alta
Portugal;European Union;2013;Yes;3;3.7;9.52;98;96;98;98;25.7;0.14;18585;10.46;0.7;0.5;8.6;80.7;alta;alta;alta;alta
Somalia;Africa;2000;No;104.4;172.7;0;42;64;37;33;22.1;0.13;174;8.87;8;7.9;2.1;50.9;baixa;moderada;baixa;baixa
Gambia;Africa;2006;No;51.5;87.6;3.25;95;64;94;95;22.9;1.39;686;1.59;9;8.9;2.5;58.3;alta;moderada;alta;alta
Niger;Africa;2012;No;57;108.2;0.15;71;64;71;71;21.6;0.07;464;17.8;1.3;1.1;1.6;58.8;elevada;moderada;elevada;elevada
Cambodia;Asia;2007;No;46.2;55.4;1.29;82;48;82;82;21.3;0.25;825;13.68;11.3;11.5;3.7;64.7;elevada;baixa;elevada;elevada
Kiribati;Oceania;2006;No;49.7;65.1;0.69;88;35;86;86;29.3;0.17;1497;0.09;0.2;0.1;7.4;64.7;elevada;baixa;elevada;elevada
Equatorial Guinea;Africa;2003;No;99;142.8;7.87;46;64;47;37;22.9;3.69;8745;0.69;1.2;1.1;5.4;54.1;baixa;moderada;baixa;baixa
Israel;Middle East;2009;Yes;3.8;4.7;2.67;98;92;96;96;26.9;0.08;31323;7.49;1.2;1.1;12.6;81.4;alta;alta;alta;alta
Kuwait;Middle East;2002;No;10.3;12;0.011;99;84;99;99;28.4;0.13;29591;2.14;3.2;3;6.1;73.3;alta;elevada;alta;alta
St Vincent and the Grenadines;Central America and Caribbean;2004;No;19;21.6;5.77;99;83;99;99;25.9;0.4;6313;0.11;3.8;3.7;7.8;71.2;alta;elevada;alta;alta
Zambia;Africa;2001;No;85.3;146.9;2.8;81;39;86;85;21.6;9.38;794;10.69;7.4;7.4;6;44.6;elevada;baixa;elevada;elevada
St Vincent and the Grenadines;Central America and Caribbean;2009;No;18.2;20.4;6.98;99;83;99;99;26.5;0.4;7098;0.11;3.6;3.5;8.2;71.7;alta;elevada;alta;alta
Dominican Republic;Central America and Caribbean;2013;No;28.8;35;5.41;80;83;82;83;26.2;0.43;6187;10.05;3.3;3.2;7.6;72.8;elevada;elevada;elevada;elevada
Jamaica;Central America and Caribbean;2014;No;13.8;16;3.2;92;72;93;92;27.5;0.5;4890;2.88;1.8;1.7;9.6;74;alta;elevada;alta;alta
Iran Islamic Rep;Middle East;2008;No;18.5;21.7;0.026;99;65;99;99;25.6;0.12;5260;72.12;7.6;7.8;8.6;73;alta;moderada;alta;alta
Eritrea;Africa;2005;No;46.1;67.5;1.18;96;88;96;96;20.4;0.38;762;2.83;9.4;9.5;3.7;58.7;alta;elevada;alta;alta
Lao PDR;Asia;2010;No;51.8;68.3;6.1;74;65;76;74;22.2;0.17;1586;6.25;9.3;9.5;4.6;64.3;elevada;moderada;elevada;elevada
Netherlands;European Union;2001;Yes;5;6.1;9.82;88;97;97;97;25.1;0.06;41087;16.05;1.1;1.1;11;78.2;elevada;alta;alta;alta
Bangladesh;Asia;2011;No;37.2;46.7;0;96;71;96;96;21.2;0.01;1024;149.27;18.7;19.2;5.1;70.3;alta;elevada;alta;alta
Mexico;North America;2002;No;21.9;26;4.92;97;89;98;97;26.9;0.15;8581;101.68;1.9;1.8;7;74.9;alta;elevada;alta;alta
Iran Islamic Rep;Middle East;2000;No;29.7;36.2;0.012;99;65;99;99;25;0.08;3923;65.62;7.8;7.9;6.2;70.2;alta;moderada;alta;alta
Iraq;Middle East;2015;No;24.8;29.7;0.16;56;76;72;58;28.6;0.13;4688;35.57;5.3;5.1;6.6;69.9;moderada;elevada;elevada;moderada
Lebanon;Middle East;2007;No;10.4;12.1;1.59;80;55;75;80;26.9;0.03;7295;4.77;4.7;4.6;7.8;77.6;elevada;moderada;elevada;elevada
Pakistan;Asia;2006;No;75.4;94.5;0.034;78;32;58;78;23.1;0.13;1217;164.02;21;21.5;4.4;64.2;elevada;baixa;moderada;elevada
Guinea-Bissau;Africa;2015;No;60;92.1;3.13;87;64;83;87;23.4;1.58;603;1.74;7.1;7;2.9;57;elevada;moderada;elevada;elevada
Thailand;Asia;2004;No;15.5;18;6.1;96;95;98;98;23.2;0.42;4263;65;9;9.2;6.8;71.7;alta;alta;alta;alta
Guatemala;Central America and Caribbean;2010;No;28.6;34.8;2.03;94;83;94;94;26;0.08;3606;14.26;1.3;1.3;4.9;71.5;alta;elevada;alta;alta
Kyrgyz Republic;Asia;2007;No;31.2;35.7;6.98;94;65;94;94;25.5;0.17;900;5.27;3.3;3.4;10.3;67.9;alta;moderada;alta;alta
Austria;European Union;2012;Yes;3.3;4;12.1;92;78;92;92;25.5;0.08;44550;8.43;1.8;2;11.8;80.9;alta;elevada;alta;alta
Mali;Africa;2013;No;70.6;116.6;0.58;69;64;57;69;22.8;0.44;701;16.45;8.1;7.9;2.2;56.6;moderada;moderada;moderada;moderada
Bahrain;Middle East;2005;No;9.1;10.6;1.92;98;99;98;98;25.3;0.05;22344;0.89;6.1;5.9;8.4;75.3;alta;alta;alta;alta
Russian Federation;Rest of Europe;2011;No;8.1;10.1;10.75;97;97;97;97;26.1;0.08;9124;142.96;2.3;2.4;11.6;69.7;alta;alta;alta;alta
Guinea-Bissau;Africa;2005;No;89.2;144.5;3.69;83;64;73;68;22.6;3.02;562;1.34;9.2;9;2.3;52.3;elevada;moderada;elevada;moderada
